Id,SalePrice
1461,122128.23831421854
1462,157755.79105011502
1463,185169.755677102
1464,186604.5912232722
1465,184950.85569566643
1466,179102.50517314783
1467,174073.54145460657
1468,169053.6178293963
1469,185885.59459896546
1470,121743.57186304037
1471,199485.46472493574
1472,93277.34851565892
1473,95164.27292034306
1474,153242.75019252195
1475,139337.52528572764
1476,355333.9369422977
1477,236863.68720270786
1478,258497.58703524634
1479,220887.57564279952
1480,535036.954768535
1481,337436.20046142436
1482,187226.7256014648
1483,151388.95490973332
1484,155035.5190702437
1485,171350.3364565662
1486,188080.6716195674
1487,359475.85043796914
1488,213611.7202008135
1489,196271.24914707922
1490,190695.52527599395
1491,189210.7673881651
1492,81840.02074888808
1493,189724.00510677483
1494,303656.1087976161
1495,305109.8542011647
1496,244204.96967494997
1497,180713.39921547094
1498,156761.10956485276
1499,161460.5992369908
1500,138492.665481155
1501,177682.3092811083
1502,146483.5607335113
1503,268851.65336099564
1504,232599.36224024196
1505,235944.1925537216
1506,169712.17791152108
1507,239741.21393434415
1508,190054.5467360208
1509,161329.97555560622
1510,148025.18454474304
1511,142114.35676426618
1512,163505.2690784498
1513,140234.81176461632
1514,165551.46483750874
1515,186701.8064455663
1516,171421.8375806521
1517,150148.60102211652
1518,131967.86822044768
1519,221776.31278335224
1520,136080.25314954456
1521,135298.53492904184
1522,166301.44208133558
1523,114713.7990202141
1524,127333.7053353037
1525,129222.53310203357
1526,126654.07322142099
1527,99349.55216766255
1528,127246.00142121885
1529,151599.66550613914
1530,174107.8198634405
1531,88721.25091383493
1532,96333.1869600283
1533,138901.25237131686
1534,119184.22227637569
1535,151895.10140331535
1536,115061.10107572352
1537,65761.179032271
1538,178536.02211644957
1539,196560.92318235792
1540,79245.45097074738
1541,140008.2717040917
1542,135164.79051633572
1543,233218.98978532
1544,67063.57113178556
1545,97978.53871255915
1546,134589.48916864273
1547,128468.85886591657
1548,143343.18867859163
1549,114416.09840075996
1550,145658.80928521013
1551,106499.69473259711
1552,121066.55317653393
1553,156869.85257067147
1554,109263.67846627149
1555,161725.96036337595
1556,81308.72506120366
1557,106059.45266741147
1558,85285.51797568101
1559,85660.21869164536
1560,135241.99832690673
1561,132289.01306532897
1562,127043.74880951326
1563,124594.2894567111
1564,151901.82604830628
1565,153451.63794392213
1566,227953.90361916923
1567,69997.44613410802
1568,221938.18307875207
1569,144738.1029169148
1570,129782.35625106837
1571,136966.38713181665
1572,152430.47379188487
1573,217612.8236118879
1574,106113.55970795098
1575,211930.09660409775
1576,217316.05585207028
1577,175065.18232052244
1578,146567.76713545024
1579,145504.1438166011
1580,184514.5860115978
1581,144319.06051860956
1582,126830.57832815753
1583,335263.3469446932
1584,226458.84963278042
1585,141910.8667015517
1586,67107.46074855038
1587,93024.14079588468
1588,157699.80151413826
1589,91775.42771209516
1590,133123.88850255488
1591,101608.82964663133
1592,109711.3630367699
1593,133224.28084952457
1594,115738.03180224616
1595,116533.03184682003
1596,260047.3156008222
1597,193466.21116484128
1598,200354.11486533124
1599,181468.46002085542
1600,185570.18965849906
1601,57500.12189748711
1602,107937.72347685652
1603,77528.53462513365
1604,272014.8632831061
1605,222630.4596393106
1606,154897.41509486496
1607,144902.0986920816
1608,195867.0713497752
1609,179649.2812870591
1610,135795.10933388278
1611,132205.0559381755
1612,146383.98478279027
1613,141010.3232532364
1614,126208.89305907828
1615,80318.61269319517
1616,70567.02889646903
1617,86805.06389079995
1618,119062.1202525248
1619,131161.60255651563
1620,138848.14131388575
1621,125904.10686212603
1622,129262.00230576607
1623,278196.4121285429
1624,198959.87405347006
1625,128443.02587325327
1626,164201.29089204912
1627,184794.71395918253
1628,278838.3310264726
1629,180370.727141794
1630,400958.3733686996
1631,213693.2702885195
1632,242922.6419800426
1633,166920.47539342265
1634,190698.87589764234
1635,189623.3332735612
1636,158259.05850653342
1637,181198.17491529838
1638,201201.62856919016
1639,175297.1855584634
1640,233914.39364458903
1641,177212.8815196624
1642,216894.54922885774
1643,213435.51669135655
1644,220152.09787743262
1645,168181.40152070386
1646,154552.5990503604
1647,163614.08187651687
1648,131829.01228031013
1649,138090.7754738088
1650,114705.42312509828
1651,115436.9315719105
1652,93137.26805149666
1653,93367.51491917745
1654,152404.60179532733
1655,157000.37470209398
1656,151135.28614223658
1657,152021.8515669095
1658,149949.4053383168
1659,145765.31374068197
1660,151305.9526561093
1661,441066.30952516187
1662,371537.2349703496
1663,377861.1148144848
1664,417964.5393128147
1665,257914.05342501143
1666,302069.44551520975
1667,340044.991263713
1668,297051.4625242202
1669,283958.0290627924
1670,317771.2851969949
1671,254822.42093805695
1672,459198.08051996876
1673,300381.7374482064
1674,227527.13849544106
1675,162085.25589996032
1676,164576.31892070654
1677,198579.66026483936
1678,450127.2214812186
1679,369932.63468057313
1680,304159.40578849224
1681,216156.6466066077
1682,297651.7883365899
1683,169017.08504286074
1684,151265.0585399926
1685,162044.80509756622
1686,157449.77579065555
1687,163589.7518566104
1688,180329.5898359421
1689,190162.53789476043
1690,191701.897214212
1691,171779.91947787692
1692,273768.3640066
1693,162600.9907740687
1694,185922.37440017005
1695,167818.7171473549
1696,274363.18974189105
1697,170136.92477141018
1698,364506.0749223142
1699,332524.65063886705
1700,245087.3195147406
1701,263535.5743984055
1702,213422.16283008148
1703,230129.24025250901
1704,257402.11958430705
1705,189841.86861405475
1706,405164.72238376713
1707,196344.71502926564
1708,186221.97463998516
1709,271364.97130404174
1710,190123.66355389002
1711,223178.83472335344
1712,239091.11811605198
1713,236762.55524223007
1714,224917.01988716045
1715,205493.77868735424
1716,164208.17552202108
1717,160837.22444028925
1718,137035.60997534677
1719,196585.63660845414
1720,255536.97827102838
1721,169030.2846296045
1722,124978.98064683638
1723,158679.44568546768
1724,202568.75369356878
1725,244262.74168195564
1726,179612.79395988307
1727,157013.05017333865
1728,177098.87534366682
1729,167466.29378727797
1730,160452.00793018448
1731,125529.87147778114
1732,130378.71034869061
1733,122054.37114394575
1734,119169.32019558875
1735,131867.96109255418
1736,118989.45511515571
1737,322920.2500277527
1738,200289.6263452112
1739,241726.77098016161
1740,193398.5178465802
1741,175378.30388592163
1742,177215.18508379572
1743,172707.7372562715
1744,283681.93126776716
1745,216772.56373163385
1746,212601.4509327609
1747,220935.89847369422
1748,212884.9600553869
1749,152227.25365571617
1750,126696.59381712083
1751,235558.30464166508
1752,123076.62144197321
1753,133560.49831398245
1754,193915.2110375818
1755,164792.4838445428
1756,121970.18519969455
1757,123956.16853259888
1758,136718.7569569436
1759,161043.77218458438
1760,164396.42547162602
1761,139579.93020843025
1762,174691.0415576648
1763,176957.8713074315
1764,117400.90977267303
1765,127498.70186187846
1766,172528.6513867498
1767,208459.35039540663
1768,145997.70722502726
1769,176575.09568771365
1770,139358.72829711478
1771,130522.22587417734
1772,133959.44799847703
1773,131683.96037741317
1774,124307.50306775198
1775,142684.68656275482
1776,128517.75826707446
1777,115777.57413497892
1778,137639.6634838532
1779,114309.67320282216
1780,171672.29384314432
1781,132202.83443639008
1782,96063.03228629901
1783,133547.85327259882
1784,95214.55453170156
1785,110824.4823342452
1786,135616.6289897954
1787,161401.8238779648
1788,48627.057435478266
1789,97754.48396392365
1790,75452.30534834032
1791,164016.4212114481
1792,149243.65390715472
1793,112204.35436069177
1794,139555.13338979898
1795,134709.77506968283
1796,113035.26611118295
1797,116197.86196986599
1798,124760.4769362806
1799,115382.55768203488
1800,132826.52858682314
1801,131907.02449829894
1802,148391.32261068936
1803,148287.20272560325
1804,141874.9088895627
1805,135784.15375582586
1806,109910.86499422013
1807,126440.88898621703
1808,120597.69799310307
1809,119420.13384777428
1810,153181.90370902428
1811,101178.62627388944
1812,94514.83254712835
1813,121902.70144634851
1814,101283.7973059867
1815,45771.24510336965
1816,95704.12539827832
1817,110159.3190086701
1818,122389.14414898245
1819,117355.11752730049
1820,68317.73627098383
1821,106374.98609808179
1822,149870.2428942191
1823,45689.336479722544
1824,136497.2287319644
1825,137118.73826732964
1826,99046.64683079973
1827,110908.41193100695
1828,143572.0460135125
1829,107445.1294859355
1830,134950.62680059066
1831,169018.95771755598
1832,75662.77782445896
1833,133425.77357060445
1834,116957.7385157276
1835,137473.4043126172
1836,116886.82802354656
1837,89179.72913878341
1838,126950.75390373713
1839,69112.36505436862
1840,167249.47506382284
1841,154532.65030973655
1842,69314.61159169624
1843,136367.9228158826
1844,130342.04033724807
1845,138688.93252979347
1846,147605.68709462768
1847,148309.63025967585
1848,49616.915282655566
1849,120699.47106168783
1850,125943.92338752931
1851,162438.9974319967
1852,133313.47744175364
1853,134334.46224534785
1854,179767.21280649398
1855,133663.08592339477
1856,215684.2188189021
1857,143211.59115583217
1858,127277.0781849255
1859,122779.37042664558
1860,156342.16451346813
1861,122752.28201544381
1862,313095.7827232642
1863,309977.6238601173
1864,309972.1311512545
1865,310250.15907992114
1866,306000.04194978083
1867,217696.55241576288
1868,271743.75149324397
1869,185637.21956769747
1870,216963.41684224622
1871,226001.8160247604
1872,155274.23213587614
1873,225082.72726539607
1874,134008.80145693448
1875,197305.52888063187
1876,190020.07075650644
1877,204532.41997181505
1878,204872.30474326812
1879,136645.57952430676
1880,136244.76090855923
1881,236243.05766969756
1882,254529.66777751315
1883,191039.78020004125
1884,203612.2736461673
1885,254416.01629719738
1886,301110.52257633384
1887,202682.4205328634
1888,254125.55691199424
1889,142261.76127155777
1890,133498.1592178636
1891,125227.10880175565
1892,110734.28657604723
1893,126728.33697483662
1894,126236.39994951796
1895,135531.93440696204
1896,126312.65716527666
1897,107636.54808868885
1898,108658.52389551743
1899,149783.99929097728
1900,160460.8291235379
1901,172435.4741375834
1902,136965.77633980225
1903,210890.84252037594
1904,145680.732663843
1905,192246.91006330992
1906,173277.80370392735
1907,183119.1605838969
1908,110331.3815059167
1909,134591.36327100638
1910,121697.59164054925
1911,224476.67758954372
1912,304226.8935500263
1913,154643.0089709588
1914,63576.983024663634
1915,292354.88365643774
1916,50659.03076175052
1917,257205.14503107872
1918,131617.56441911374
1919,152267.5600148671
1920,127436.97236010671
1921,404528.44619885954
1922,300461.1427764888
1923,208368.46687875272
1924,222890.95784866865
1925,211769.8562933157
1926,378041.71646298637
1927,128595.4538011498
1928,152663.0909096393
1929,112912.28230197217
1930,119011.88279892756
1931,134424.9258859222
1932,129072.15851734951
1933,173697.0149501386
1934,180241.99061397812
1935,175368.2012964686
1936,188287.10018031328
1937,184212.482256674
1938,175357.10902570563
1939,247600.6145999738
1940,184103.50201711903
1941,169681.21238225856
1942,182934.59734106666
1943,202326.4067333325
1944,325104.658429437
1945,391848.59690184967
1946,136239.48028320665
1947,267581.32499982737
1948,174466.58750161153
1949,221755.84724458805
1950,174526.16778994858
1951,259047.04550491401
1952,215298.59100096402
1953,165022.3748486533
1954,187830.91989219908
1955,133019.89482630123
1956,282310.1333385362
1957,153456.71170555407
1958,325777.4676572451
1959,139516.47788590833
1960,119637.1634450192
1961,119823.02355771183
1962,92123.83787388181
1963,96384.79533733112
1964,109954.40108142141
1965,148936.39752487786
1966,153131.89292024044
1967,271306.4560395219
1968,408713.3288945483
1969,374332.1927201376
1970,473083.73833590397
1971,473765.2517798227
1972,371680.3263538176
1973,245952.11977330456
1974,307654.0682881493
1975,510032.93716219196
1976,273914.834547018
1977,338453.831100184
1978,325173.45287922176
1979,311033.08581708005
1980,173153.7362174592
1981,336235.7677525761
1982,203903.0671370387
1983,187587.57846800933
1984,165944.6159000393
1985,223621.89312319356
1986,218956.73718735218
1987,174607.57114985323
1988,176771.90667223313
1989,186728.68517370505
1990,224558.02502550793
1991,214730.32516435493
1992,206849.97713777825
1993,164144.68544122955
1994,243924.8338805603
1995,179603.02698919378
1996,243446.13501982958
1997,330119.68543070107
1998,351682.03528086905
1999,242045.79138510063
2000,309855.20736896695
2001,258665.19543934526
2002,222908.39144795973
2003,217313.53110899436
2004,237303.88260693662
2005,182516.1089436337
2006,211428.00557747702
2007,221500.28354003385
2008,211560.44814774007
2009,190950.9822756446
2010,194369.25896514056
2011,130153.41766148614
2012,163793.2417783494
2013,187120.52606655433
2014,186698.1889160089
2015,203766.78946396432
2016,190513.80376035333
2017,194079.0195602384
2018,117075.61195973204
2019,131771.88748365844
2020,111346.94902459078
2021,115173.97875078223
2022,178336.98345334665
2023,144025.09224240037
2024,214811.68046677022
2025,385952.302942176
2026,173880.09572384247
2027,137791.5011970762
2028,140689.08876198585
2029,174691.59336446517
2030,279453.8287973136
2031,224286.42410872286
2032,239123.3114074647
2033,272890.1081178256
2034,162128.69075832638
2035,204155.58595044547
2036,195961.36686937622
2037,200777.4759510734
2038,282961.5508313294
2039,241127.52332282363
2040,290332.1045452645
2041,255705.92675368345
2042,196422.46386418692
2043,168934.77003769187
2044,153707.0629969892
2045,210971.2876818327
2046,132905.13929245644
2047,148178.28558491924
2048,135776.10184691337
2049,127692.12671986016
2050,183491.71691259544
2051,109333.77097989537
2052,134052.0798274902
2053,151639.9453765262
2054,80635.37621042486
2055,160147.9003076638
2056,139379.43835043363
2057,125376.10686381708
2058,221619.15971580465
2059,126698.39828167092
2060,164137.7314218999
2061,178387.23740851865
2062,137342.17518854394
2063,112670.78575476502
2064,144262.67550649308
2065,121442.02335880749
2066,165786.0713414699
2067,99926.81971500137
2068,130900.93487198059
2069,85006.56996210822
2070,115301.40877189777
2071,87309.90574104972
2072,124650.23991743139
2073,143472.57011996993
2074,187170.18058285554
2075,138332.14959723264
2076,124496.73006859167
2077,147842.80286034275
2078,134715.10684982548
2079,129826.82515203116
2080,118445.75969477705
2081,127118.73305901726
2082,125003.23598827068
2083,150142.13346724433
2084,117565.65384084362
2085,121103.33166946586
2086,105101.16931479998
2087,118929.4598170515
2088,91116.683717457
2089,76576.29162764513
2090,129415.62632662828
2091,127385.59836325668
2092,123800.457494197
2093,114344.59805734348
2094,124180.28066581576
2095,149136.09866133519
2096,78600.32319679922
2097,89993.01969949473
2098,138744.2262059768
2099,51204.940302421564
2100,77750.20524455908
2101,130602.24406386915
2102,128129.6696959346
2103,105629.57558596696
2104,120527.06304448332
2105,126450.14477859705
2106,57969.1969006208
2107,231304.0411458906
2108,120549.93408170869
2109,114691.37805882879
2110,134412.65670541322
2111,152446.45867102136
2112,141189.54192298627
2113,112432.05826098323
2114,99320.17225521812
2115,154124.78815530933
2116,124296.80320474529
2117,152509.2609451774
2118,128564.84924084875
2119,101027.5352738871
2120,105382.69656632609
2121,99324.21901663428
2122,98090.27333019022
2123,88462.94811261054
2124,171673.09212155148
2125,122671.69786155627
2126,165434.73132946377
2127,139215.30767374602
2128,120310.29473152396
2129,92004.86997578095
2130,138067.1136068431
2131,147822.13129663884
2132,113723.5739734588
2133,124211.28284636048
2134,116023.44439152785
2135,86523.65477981383
2136,64132.311058062434
2137,115256.23258651796
2138,140550.74635689054
2139,156678.7987854913
2140,141520.38722642823
2141,128853.28422455491
2142,130190.05972853352
2143,139775.73911531817
2144,98579.68570237188
2145,135299.3446008972
2146,164158.8420304681
2147,151796.4395104647
2148,121084.21219074915
2149,139942.8439479712
2150,224519.65512459542
2151,114428.01139798455
2152,180654.56933190033
2153,159839.65311943105
2154,108717.89194130931
2155,131024.14577109076
2156,247538.70855863288
2157,227902.32942903304
2158,238477.0461794287
2159,210653.98876147202
2160,148168.260576263
2161,219910.58812828118
